job_id,title,company,company_type,location,work_mode,date_posted,salary_listed,salary_k,description,skills_raw,skill_count
JOB00969,Data Scientist,PwC,consulting,"Oakland, CA",On-site,2025-09-24,$99K,99,"We are seeking a Data Scientist to join our Operations team in Oakland, CA. The ideal candidate will leverage SQL and Excel to deliver actionable insights. Responsibilities include designing Agile / Scrum pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Statistics is a strong plus. Knowledge of LLM / GenAI and modern Tableau tools preferred. Familiarity with AI Governance and ability to communicate complex data clearly is essential.",SQL|Excel|Agile / Scrum|Statistics,4
JOB03259,Data Analyst,Google,tech,"Mountain View, CA",Hybrid,2025-09-24,$99K,99,"As a Data Analyst at Google, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with AWS, Agile / Scrum, and have experience in Communication. A background in Agile / Scrum or similar analytical tools is beneficial.",SQL|Power BI|Excel|AWS|Agile / Scrum|Communication,6
JOB00240,AI/ML Analyst,Deloitte,consulting,"San Francisco, CA",Hybrid,2025-09-24,$108K,108,"We are seeking a AI/ML Analyst to join our Strategy team in San Francisco, CA. The ideal candidate will leverage SQL and Power BI to deliver actionable insights. Responsibilities include designing Google Cloud pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Data Visualization is a strong plus. Knowledge of Statistics and modern Prompt Engineering tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",SQL|Power BI|Google Cloud|Data Visualization|Statistics|Communication,6
JOB03222,Data Analyst,ServiceNow,tech,"Palo Alto, CA",Hybrid,2025-09-24,$95K,95,"We are seeking a Data Analyst to join our Digital Transformation team in Palo Alto, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Machine Learning is a strong plus. Knowledge of R and modern AI Governance tools preferred. Familiarity with R and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Machine Learning|R|Agile / Scrum|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,10
JOB00853,Business Analyst,ServiceNow,tech,"Santa Clara, CA",Hybrid,2025-09-24,$90K,90,"Join ServiceNow's data team as a Business Analyst. You will use Power BI, Machine Learning, and ETL / Data Pipeline to extract insights from complex datasets. This role requires strong Communication skills and familiarity with Azure. Bonus: experience with R and AI Governance.",Power BI|Machine Learning|ETL / Data Pipeline|Communication,4
JOB02439,Data Engineer,Salesforce,tech,"Palo Alto, CA",On-site,2025-09-24,$113K,113,"Join Salesforce's data team as a Data Engineer. You will use Python, SQL, and Azure to extract insights from complex datasets. This role requires strong Google Cloud skills and familiarity with Agile / Scrum. Bonus: experience with Agile / Scrum and Tableau.",Python|SQL|Azure|Google Cloud|Agile / Scrum|Salesforce CRM|ETL / Data Pipeline,7
JOB00101,Data Scientist,Google,tech,"Oakland, CA",Hybrid,2025-09-24,$135K,135,"We are seeking a Data Scientist to join our Operations team in Oakland, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing LLM / GenAI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Prompt Engineering is a strong plus. Knowledge of Google Cloud and modern Python tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|SQL|LLM / GenAI|Prompt Engineering|Google Cloud|Spark / PySpark|R|Communication,8
JOB01467,Data Scientist,Workday,tech,"Santa Clara, CA",Hybrid,2025-09-24,,112,"Join Workday's data team as a Data Scientist. You will use SQL, Excel, and LLM / GenAI to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Snowflake. Bonus: experience with Google Cloud and ETL / Data Pipeline.",SQL|Excel|LLM / GenAI|AWS|Snowflake|R|Data Visualization|ETL / Data Pipeline|Statistics,9
JOB02614,Data Engineer,JPMorgan,finance,"Palo Alto, CA",On-site,2025-09-25,,122,"Join JPMorgan's data team as a Data Engineer. You will use SQL, Power BI, and Excel to extract insights from complex datasets. This role requires strong AWS skills and familiarity with ETL / Data Pipeline. Bonus: experience with R and Snowflake.",SQL|Power BI|Excel|AWS|ETL / Data Pipeline|Communication,6
JOB03386,Data Scientist,Cisco,tech,"Redwood City, CA",On-site,2025-09-25,$116K,116,"We are seeking a Data Scientist to join our Technology team in Redwood City, CA. The ideal candidate will leverage Python and R to deliver actionable insights. Responsibilities include designing Statistics pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Communication is a strong plus. Knowledge of Spark / PySpark and modern Communication tools preferred. Familiarity with dbt and ability to communicate complex data clearly is essential.",Python|R|Statistics|Communication,4
JOB03468,Data Analyst,Adobe,tech,"San Francisco, CA",Hybrid,2025-09-25,$92K,92,"Join Adobe's data team as a Data Analyst. You will use Python, AWS, and Spark / PySpark to extract insights from complex datasets. This role requires strong R skills and familiarity with Salesforce CRM. Bonus: experience with Google Cloud and R.",Python|AWS|Spark / PySpark|R|Salesforce CRM|Data Visualization,6
JOB03473,AI/ML Analyst,Workday,tech,"Mountain View, CA",On-site,2025-09-25,$106K,106,"We are seeking a AI/ML Analyst to join our Digital Transformation team in Mountain View, CA. The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Spark / PySpark and modern RAG / Vector DBs tools preferred. Familiarity with Salesforce CRM and ability to communicate complex data clearly is essential.",SQL|Tableau|Power BI|AWS|Spark / PySpark|Business Analysis|ETL / Data Pipeline|Communication,8
JOB02672,Data Scientist,Salesforce,tech,"Sunnyvale, CA",Hybrid,2025-09-25,,126,"Join Salesforce's data team as a Data Scientist. You will use SQL, Power BI, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with RAG / Vector DBs. Bonus: experience with Snowflake and AWS.",SQL|Power BI|Excel|Machine Learning|RAG / Vector DBs|Azure|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Communication,10
JOB01972,Data Scientist,ServiceNow,tech,"Mountain View, CA",On-site,2025-09-25,,113,"We are seeking a Data Scientist to join our Strategy team in Mountain View, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing AWS pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Agile / Scrum is a strong plus. Knowledge of Data Visualization and modern Azure tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Python|Tableau|AWS|Agile / Scrum|Data Visualization|ETL / Data Pipeline,6
JOB01304,Business Intelligence Analyst,KPMG,consulting,"Redwood City, CA",On-site,2025-09-25,$96K,96,"We are seeking a Business Intelligence Analyst to join our Operations team in Redwood City, CA. The ideal candidate will leverage Python and Excel to deliver actionable insights. Responsibilities include designing AWS pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with R is a strong plus. Knowledge of Agile / Scrum and modern ETL / Data Pipeline tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|Excel|AWS|R|Agile / Scrum,5
JOB00602,Data Analyst,Wells Fargo,finance,"Fremont, CA",On-site,2025-09-25,$80K,80,"As a Data Analyst at Wells Fargo, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Azure, Agile / Scrum, and have experience in R. A background in Google Cloud or similar analytical tools is beneficial.",Python|SQL|Tableau|Azure|Agile / Scrum|Business Analysis|Statistics,7
JOB02306,AI/ML Analyst,ServiceNow,tech,"San Jose, CA",Remote,2025-09-25,$115K,115,"As a AI/ML Analyst at ServiceNow, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with AWS, Google Cloud, and have experience in Prompt Engineering. A background in Google Cloud or similar analytical tools is beneficial.",Python|SQL|Excel|AWS|Google Cloud|Spark / PySpark|Agile / Scrum|Business Analysis,8
JOB00809,Business Analyst,Splunk,tech,"Redwood City, CA",On-site,2025-09-25,$94K,94,"Join Splunk's data team as a Business Analyst. You will use SQL, AWS, and Snowflake to extract insights from complex datasets. This role requires strong dbt skills and familiarity with Business Analysis. Bonus: experience with Agile / Scrum and Prompt Engineering.",SQL|AWS|Snowflake|dbt|Business Analysis|Data Visualization|ETL / Data Pipeline|Statistics|Communication,9
JOB02047,Machine Learning Engineer,Deloitte,consulting,"Sunnyvale, CA",Hybrid,2025-09-25,$119K,119,"We are seeking a Machine Learning Engineer to join our Digital Transformation team in Sunnyvale, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Excel and modern Spark / PySpark tools preferred. Familiarity with RAG / Vector DBs and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Excel|AWS|Google Cloud|R|Salesforce CRM|Business Analysis|Data Visualization|Statistics,12
JOB01608,IT Consultant,Cisco,tech,"Oakland, CA",On-site,2025-09-25,$96K,96,"As a IT Consultant at Cisco, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Excel, Spark / PySpark, and have experience in Data Visualization. A background in Python or similar analytical tools is beneficial.",Python|SQL|Power BI|Excel|Spark / PySpark|R|Agile / Scrum|Salesforce CRM|Business Analysis|ETL / Data Pipeline|Communication,11
JOB01331,Data Engineer,Google,tech,"Fremont, CA",Hybrid,2025-09-25,$140K,140,"We are seeking a Data Engineer to join our Analytics team in Fremont, CA. The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing AWS pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Spark / PySpark and modern Azure tools preferred. Familiarity with AWS and ability to communicate complex data clearly is essential.",SQL|Tableau|AWS|Azure|Spark / PySpark|Salesforce CRM|Data Visualization|Statistics|Communication,9
JOB03177,Data Scientist,Levi Strauss,retail,"San Jose, CA",Hybrid,2025-09-25,,98,"We are seeking a Data Scientist to join our Technology team in San Jose, CA. The ideal candidate will leverage Power BI and AWS to deliver actionable insights. Responsibilities include designing Communication pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Spark / PySpark is a strong plus. Knowledge of Azure and modern Python tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Power BI|AWS|Communication,3
